participantName,userOpenid,teacher_level,candidate_rank,item_id,questionIndex,item_title,scenarioText,optionA,optionB,optionC,optionD,item_score,mean_score,RD,P_IVI,process_type,relation_type,G_candidate_score,selection_reason,interview_focus
教师18,sim_openid_018_547359,总体中等,1,Q2,2,频繁求助,中班区域活动时，小明选择了建构区。玩了一会儿，他跑到老师面前说“老师，我不会搭……帮帮我吧”，教师问他需要什么帮助时，他一边说我不会搭，一边却很快地将房子从一层积木加高到了两层。看小明专注搭建后，老师就离开建构区了。可是没一会，小明又找了老师好几次，说“老师，帮帮我吧，我不会搭”。,鼓励小明独立搭建，引导他思考接下来如何搭建，及时表扬他的努力。,先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。,在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤。,帮小明回顾已搭建完成的部分，指导他设定小目标，尝试自己实现。,4,2.7,1.3,94.133333,过程复杂,最高结果端,130.0,总体中等教师优先解释结果偏离两端形成的能力分化,解释相对优势端如何形成
教师18,sim_openid_018_547359,总体中等,2,Q3,3,区域停留短,小班幼儿瑶瑶在区域活动时，一会儿在娃娃家切切菜，一会儿到美工区搓搓橡皮泥，一会儿又开心地跑到其它区域游戏，在任何一个区域停留时间都不超过三分钟。,提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享。,游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友。,仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因。,以同伴的身份陪伴瑶瑶在某一区域游戏，待他专注游戏后再离开。,0,2.7,-2.7,63.606977,过程简单,最低结果端,270.0,总体中等教师优先解释结果偏离两端形成的能力分化,解释相对薄弱端如何形成
教师19,sim_openid_019_623976,总体偏低,1,Q9,9,飞行棋各走各的,大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。,耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。,暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。,拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,4,1.8,2.2,53.86124,过程简单,结果高 + 过程复杂,81.544496,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释如何通过比较、修正或重新权衡形成相对较好判断，关注可激活能力
教师19,sim_openid_019_623976,总体偏低,2,Q2,2,频繁求助,中班区域活动时，小明选择了建构区。玩了一会儿，他跑到老师面前说“老师，我不会搭……帮帮我吧”，教师问他需要什么帮助时，他一边说我不会搭，一边却很快地将房子从一层积木加高到了两层。看小明专注搭建后，老师就离开建构区了。可是没一会，小明又找了老师好几次，说“老师，帮帮我吧，我不会搭”。,鼓励小明独立搭建，引导他思考接下来如何搭建，及时表扬他的努力。,先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。,在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤。,帮小明回顾已搭建完成的部分，指导他设定小目标，尝试自己实现。,3,1.8,1.2,73.95,过程复杂,结果高 + 过程简单,60.42,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释为什么能快速稳定形成较好判断，关注已有经验或优势图式
教师20,sim_openid_020_495370,总体偏低,1,Q6,6,材料选择无层次,大班上学期，张老师在建构区投放了按图搭建的游戏材料，并提供了不同星级难度的任务卡供幼儿选择，但有的幼儿一上来就选择高难度的三星级任务卡，结果不能顺利完成任务；而有的幼儿始终选择低难度的一星级任务卡。这天，浩浩又连续选择了几张一星级任务卡，很快就完成了任务。,调整任务卡提供方式，在游戏开始前根据幼儿的能力水平有针对性地发放任务卡。,暂不介入，尊重幼儿的自主选择和游戏体验，只要完成任务就是一种经验积累。,调整任务卡呈现方式，如增加“我想挑战”等提示，鼓励幼儿选择不同星级的挑战。,和浩浩回顾已完成的任务，比较不同星级的难度，邀请他选择稍有挑战的任务。,4,1.7,2.3,62.0,过程中等,结果高 + 过程复杂,84.8,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释如何通过比较、修正或重新权衡形成相对较好判断，关注可激活能力
教师20,sim_openid_020_495370,总体偏低,2,Q5,5,消防员救火开心,近几天，中班的幼儿十分热衷于在区域游戏时间玩“消防员救火”的游戏。游戏结束后的交流活动中，老师问幼儿最想分享什么时，阳阳说“娃娃家着火了，好开心啊！”。,抓住教育契机，向幼儿耐心解释真实的火灾会造成物品损失和人员伤亡。,询问幼儿开心的是“着火”本身，还是消防员成功救火、娃娃家的人得救？,引导幼儿思考“娃娃家着火”值不值得开心，帮助他们认识真实火灾是危险的。,请阳阳讲讲娃娃家着火后发生了什么、为什么开心，借此理解幼儿的游戏体验。,3,1.7,1.3,63.464729,过程中等,结果高 + 过程简单,64.614109,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释为什么能快速稳定形成较好判断，关注已有经验或优势图式
教师21,sim_openid_021_366613,总体偏低,1,Q1,1,篮球架玩水,操场上新安装了一些篮球架，幼儿经常在这里投篮。某天户外活动时，几名幼儿带着画笔和水桶来到这里，他们先是快乐地粉刷篮球架，之后开始往篮框里灌水，有的从上面灌，有的在下面接，忙的不亦乐乎，俨然这里成为了玩水的场地。,看到幼儿玩得很开心，不干预他们的玩水行为，待兴趣减弱后再讨论玩水的适宜性。,表扬幼儿的新发现，并询问在篮球架旁玩水是否合适，提议幼儿可以换个地方玩水。,参与到幼儿的“粉刷”游戏中，逐步引导幼儿到适宜玩水的地方继续开展游戏。,提醒幼儿篮球架是用于开展运动的，与其他幼儿一起召唤他们打篮球，转移他们的关注点。,3,1.8,1.2,56.84065,过程简单,结果高 + 过程复杂,82.73626,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释如何通过比较、修正或重新权衡形成相对较好判断，关注可激活能力
教师21,sim_openid_021_366613,总体偏低,2,Q7,7,艾莎公主不运动,小班的一次户外运动，有几个女孩子从一开始就没有选择任何体育活动项目，而是聚在一起坐在地上玩“艾莎公主”的游戏，比一比谁的鞋子最漂亮，谁的魔法最厉害。,询问幼儿没有参与运动的原因，提供丰富的活动材料吸引幼儿参与运动活动。,提醒幼儿现在是运动时间，请他们等自由游戏时间再一起玩“艾莎公主”的游戏。,利用艾莎公主的鞋子设计走、跑、跳等活动，并以参与者的身份邀请幼儿一起参与运动。,肯定幼儿自主游戏的行为，言语引导幼儿穿着“漂亮的鞋子”参与运动。,3,1.8,1.2,20.643939,过程简单,结果高 + 过程简单,81.742424,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释为什么能快速稳定形成较好判断，关注已有经验或优势图式
教师22,sim_openid_022_632137,总体中等,1,Q10,10,跳绳秩序混乱,周三下午，大五班的幼儿正自发进行跳绳游戏。李老师观察后发现，挤在一起跳绳的幼儿人数较多，整个场面十分混乱，幼儿很容易出现碰撞现象。此外，由于当“柱子”的幼儿很久才能轮上跳绳，因此也显得很不耐烦。,请幼儿暂停游戏，将幼儿分成多个小组并引导他们以小组为单位分区域开展游戏。,请幼儿说一说跳绳活动中存在的问题，并邀请幼儿一起设置跳绳的规则。,提供更多数量和不同种类的跳绳，并言语引导幼儿分组分区同时进行跳绳游戏。,暂不介入，活动分享时通过照片或视频回放引导幼儿发现问题并商议解决办法。,4,2.1,1.9,54.440909,过程中等,最高结果端,190.0,总体中等教师优先解释结果偏离两端形成的能力分化,解释相对优势端如何形成
教师22,sim_openid_022_632137,总体中等,2,Q6,6,材料选择无层次,大班上学期，张老师在建构区投放了按图搭建的游戏材料，并提供了不同星级难度的任务卡供幼儿选择，但有的幼儿一上来就选择高难度的三星级任务卡，结果不能顺利完成任务；而有的幼儿始终选择低难度的一星级任务卡。这天，浩浩又连续选择了几张一星级任务卡，很快就完成了任务。,调整任务卡提供方式，在游戏开始前根据幼儿的能力水平有针对性地发放任务卡。,暂不介入，尊重幼儿的自主选择和游戏体验，只要完成任务就是一种经验积累。,调整任务卡呈现方式，如增加“我想挑战”等提示，鼓励幼儿选择不同星级的挑战。,和浩浩回顾已完成的任务，比较不同星级的难度，邀请他选择稍有挑战的任务。,0,2.1,-2.1,69.033333,过程复杂,最低结果端,210.0,总体中等教师优先解释结果偏离两端形成的能力分化,解释相对薄弱端如何形成
教师23,sim_openid_023_844087,总体中等,1,Q6,6,材料选择无层次,大班上学期，张老师在建构区投放了按图搭建的游戏材料，并提供了不同星级难度的任务卡供幼儿选择，但有的幼儿一上来就选择高难度的三星级任务卡，结果不能顺利完成任务；而有的幼儿始终选择低难度的一星级任务卡。这天，浩浩又连续选择了几张一星级任务卡，很快就完成了任务。,调整任务卡提供方式，在游戏开始前根据幼儿的能力水平有针对性地发放任务卡。,暂不介入，尊重幼儿的自主选择和游戏体验，只要完成任务就是一种经验积累。,调整任务卡呈现方式，如增加“我想挑战”等提示，鼓励幼儿选择不同星级的挑战。,和浩浩回顾已完成的任务，比较不同星级的难度，邀请他选择稍有挑战的任务。,4,2.0,2.0,75.672222,过程复杂,最高结果端,200.0,总体中等教师优先解释结果偏离两端形成的能力分化,解释相对优势端如何形成
教师23,sim_openid_023_844087,总体中等,2,Q9,9,飞行棋各走各的,大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。,耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。,暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。,拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,0,2.0,-2.0,31.023256,过程简单,最低结果端,200.0,总体中等教师优先解释结果偏离两端形成的能力分化,解释相对薄弱端如何形成
教师24,sim_openid_024_664191,总体中等,1,Q2,2,频繁求助,中班区域活动时，小明选择了建构区。玩了一会儿，他跑到老师面前说“老师，我不会搭……帮帮我吧”，教师问他需要什么帮助时，他一边说我不会搭，一边却很快地将房子从一层积木加高到了两层。看小明专注搭建后，老师就离开建构区了。可是没一会，小明又找了老师好几次，说“老师，帮帮我吧，我不会搭”。,鼓励小明独立搭建，引导他思考接下来如何搭建，及时表扬他的努力。,先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。,在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤。,帮小明回顾已搭建完成的部分，指导他设定小目标，尝试自己实现。,4,2.2,1.8,76.5,过程复杂,最高结果端,180.0,总体中等教师优先解释结果偏离两端形成的能力分化,解释相对优势端如何形成
教师24,sim_openid_024_664191,总体中等,2,Q6,6,材料选择无层次,大班上学期，张老师在建构区投放了按图搭建的游戏材料，并提供了不同星级难度的任务卡供幼儿选择，但有的幼儿一上来就选择高难度的三星级任务卡，结果不能顺利完成任务；而有的幼儿始终选择低难度的一星级任务卡。这天，浩浩又连续选择了几张一星级任务卡，很快就完成了任务。,调整任务卡提供方式，在游戏开始前根据幼儿的能力水平有针对性地发放任务卡。,暂不介入，尊重幼儿的自主选择和游戏体验，只要完成任务就是一种经验积累。,调整任务卡呈现方式，如增加“我想挑战”等提示，鼓励幼儿选择不同星级的挑战。,和浩浩回顾已完成的任务，比较不同星级的难度，邀请他选择稍有挑战的任务。,0,2.2,-2.2,92.527778,过程复杂,最低结果端,220.0,总体中等教师优先解释结果偏离两端形成的能力分化,解释相对薄弱端如何形成
教师25,sim_openid_025_365395,总体偏低,1,Q4,4,未参与小组建构,大班建构活动中，睿睿和其他幼儿计划一起搭积木大桥，他们讨论了搭建方法，并进入区域开始搭建。就在其他幼儿在认真搭建时，睿睿发现了一块长条木板，他一会儿在地上推着走，一会儿当枪使，没有再参与小组的搭建。,继续观察，后续分享中支持睿睿思考如何把长条木板融入小组的建构中。,肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中。,引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩。,看到睿睿玩得开心，暂不介入，等下一次活动时再提醒他根据计划开展游戏。,3,1.3,1.7,59.438889,过程中等,结果高 + 过程复杂,83.775556,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释如何通过比较、修正或重新权衡形成相对较好判断，关注可激活能力
教师25,sim_openid_025_365395,总体偏低,2,Q9,9,飞行棋各走各的,大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。,耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。,暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。,拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,3,1.3,1.7,53.937984,过程中等,结果高 + 过程简单,68.424806,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释为什么能快速稳定形成较好判断，关注已有经验或优势图式
教师26,sim_openid_026_708122,总体中等,1,Q1,1,篮球架玩水,操场上新安装了一些篮球架，幼儿经常在这里投篮。某天户外活动时，几名幼儿带着画笔和水桶来到这里，他们先是快乐地粉刷篮球架，之后开始往篮框里灌水，有的从上面灌，有的在下面接，忙的不亦乐乎，俨然这里成为了玩水的场地。,看到幼儿玩得很开心，不干预他们的玩水行为，待兴趣减弱后再讨论玩水的适宜性。,表扬幼儿的新发现，并询问在篮球架旁玩水是否合适，提议幼儿可以换个地方玩水。,参与到幼儿的“粉刷”游戏中，逐步引导幼儿到适宜玩水的地方继续开展游戏。,提醒幼儿篮球架是用于开展运动的，与其他幼儿一起召唤他们打篮球，转移他们的关注点。,4,2.7,1.3,68.991057,过程复杂,最高结果端,130.0,总体中等教师优先解释结果偏离两端形成的能力分化,解释相对优势端如何形成
教师26,sim_openid_026_708122,总体中等,2,Q8,8,引水难题未解,中班上学期，幼儿在“引水游戏”中遇到了难题——水无法被引到竹片管道上。他们不断调整竹片拼接的方式，却始终没能成功，即竹片一头高于出水管道，阻碍了引流。渐渐地幼儿的探索兴趣也减弱了，有的开始玩水，有的甚至离开了水池。,示范正确的引水方法，请幼儿注意观察并说说引水的要领，再自己试一试。,加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式。,组织幼儿就游戏困难进行讨论，寻找解决问题的方案，引导幼儿再次尝试。,投放更多辅助引水的材料，重新激起幼儿的探索兴趣，继续观察游戏进展。,0,2.7,-2.7,49.674806,过程中等,最低结果端,270.0,总体中等教师优先解释结果偏离两端形成的能力分化,解释相对薄弱端如何形成
教师27,sim_openid_027_120869,总体中等,1,Q6,6,材料选择无层次,大班上学期，张老师在建构区投放了按图搭建的游戏材料，并提供了不同星级难度的任务卡供幼儿选择，但有的幼儿一上来就选择高难度的三星级任务卡，结果不能顺利完成任务；而有的幼儿始终选择低难度的一星级任务卡。这天，浩浩又连续选择了几张一星级任务卡，很快就完成了任务。,调整任务卡提供方式，在游戏开始前根据幼儿的能力水平有针对性地发放任务卡。,暂不介入，尊重幼儿的自主选择和游戏体验，只要完成任务就是一种经验积累。,调整任务卡呈现方式，如增加“我想挑战”等提示，鼓励幼儿选择不同星级的挑战。,和浩浩回顾已完成的任务，比较不同星级的难度，邀请他选择稍有挑战的任务。,4,2.6,1.4,72.25,过程复杂,最高结果端,140.0,总体中等教师优先解释结果偏离两端形成的能力分化,解释相对优势端如何形成
教师27,sim_openid_027_120869,总体中等,2,Q8,8,引水难题未解,中班上学期，幼儿在“引水游戏”中遇到了难题——水无法被引到竹片管道上。他们不断调整竹片拼接的方式，却始终没能成功，即竹片一头高于出水管道，阻碍了引流。渐渐地幼儿的探索兴趣也减弱了，有的开始玩水，有的甚至离开了水池。,示范正确的引水方法，请幼儿注意观察并说说引水的要领，再自己试一试。,加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式。,组织幼儿就游戏困难进行讨论，寻找解决问题的方案，引导幼儿再次尝试。,投放更多辅助引水的材料，重新激起幼儿的探索兴趣，继续观察游戏进展。,0,2.6,-2.6,54.38062,过程中等,最低结果端,260.0,总体中等教师优先解释结果偏离两端形成的能力分化,解释相对薄弱端如何形成
教师28,sim_openid_028_602925,总体偏低,1,Q10,10,跳绳秩序混乱,周三下午，大五班的幼儿正自发进行跳绳游戏。李老师观察后发现，挤在一起跳绳的幼儿人数较多，整个场面十分混乱，幼儿很容易出现碰撞现象。此外，由于当“柱子”的幼儿很久才能轮上跳绳，因此也显得很不耐烦。,请幼儿暂停游戏，将幼儿分成多个小组并引导他们以小组为单位分区域开展游戏。,请幼儿说一说跳绳活动中存在的问题，并邀请幼儿一起设置跳绳的规则。,提供更多数量和不同种类的跳绳，并言语引导幼儿分组分区同时进行跳绳游戏。,暂不介入，活动分享时通过照片或视频回放引导幼儿发现问题并商议解决办法。,4,1.6,2.4,41.804545,过程简单,结果高 + 过程复杂,76.721818,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释如何通过比较、修正或重新权衡形成相对较好判断，关注可激活能力
教师28,sim_openid_028_602925,总体偏低,2,Q6,6,材料选择无层次,大班上学期，张老师在建构区投放了按图搭建的游戏材料，并提供了不同星级难度的任务卡供幼儿选择，但有的幼儿一上来就选择高难度的三星级任务卡，结果不能顺利完成任务；而有的幼儿始终选择低难度的一星级任务卡。这天，浩浩又连续选择了几张一星级任务卡，很快就完成了任务。,调整任务卡提供方式，在游戏开始前根据幼儿的能力水平有针对性地发放任务卡。,暂不介入，尊重幼儿的自主选择和游戏体验，只要完成任务就是一种经验积累。,调整任务卡呈现方式，如增加“我想挑战”等提示，鼓励幼儿选择不同星级的挑战。,和浩浩回顾已完成的任务，比较不同星级的难度，邀请他选择稍有挑战的任务。,3,1.6,1.4,52.133333,过程简单,结果高 + 过程简单,69.146667,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释为什么能快速稳定形成较好判断，关注已有经验或优势图式
教师29,sim_openid_029_918357,总体偏低,1,Q10,10,跳绳秩序混乱,周三下午，大五班的幼儿正自发进行跳绳游戏。李老师观察后发现，挤在一起跳绳的幼儿人数较多，整个场面十分混乱，幼儿很容易出现碰撞现象。此外，由于当“柱子”的幼儿很久才能轮上跳绳，因此也显得很不耐烦。,请幼儿暂停游戏，将幼儿分成多个小组并引导他们以小组为单位分区域开展游戏。,请幼儿说一说跳绳活动中存在的问题，并邀请幼儿一起设置跳绳的规则。,提供更多数量和不同种类的跳绳，并言语引导幼儿分组分区同时进行跳绳游戏。,暂不介入，活动分享时通过照片或视频回放引导幼儿发现问题并商议解决办法。,4,1.9,2.1,58.419697,过程复杂,结果高 + 过程复杂,83.367879,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释如何通过比较、修正或重新权衡形成相对较好判断，关注可激活能力
教师29,sim_openid_029_918357,总体偏低,2,Q2,2,频繁求助,中班区域活动时，小明选择了建构区。玩了一会儿，他跑到老师面前说“老师，我不会搭……帮帮我吧”，教师问他需要什么帮助时，他一边说我不会搭，一边却很快地将房子从一层积木加高到了两层。看小明专注搭建后，老师就离开建构区了。可是没一会，小明又找了老师好几次，说“老师，帮帮我吧，我不会搭”。,鼓励小明独立搭建，引导他思考接下来如何搭建，及时表扬他的努力。,先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。,在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤。,帮小明回顾已搭建完成的部分，指导他设定小目标，尝试自己实现。,3,1.9,1.1,47.7,过程中等,结果高 + 过程简单,70.92,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释为什么能快速稳定形成较好判断，关注已有经验或优势图式
教师30,sim_openid_030_839976,总体中等,1,Q5,5,消防员救火开心,近几天，中班的幼儿十分热衷于在区域游戏时间玩“消防员救火”的游戏。游戏结束后的交流活动中，老师问幼儿最想分享什么时，阳阳说“娃娃家着火了，好开心啊！”。,抓住教育契机，向幼儿耐心解释真实的火灾会造成物品损失和人员伤亡。,询问幼儿开心的是“着火”本身，还是消防员成功救火、娃娃家的人得救？,引导幼儿思考“娃娃家着火”值不值得开心，帮助他们认识真实火灾是危险的。,请阳阳讲讲娃娃家着火后发生了什么、为什么开心，借此理解幼儿的游戏体验。,4,2.4,1.6,54.788372,过程中等,最高结果端,160.0,总体中等教师优先解释结果偏离两端形成的能力分化,解释相对优势端如何形成
教师30,sim_openid_030_839976,总体中等,2,Q9,9,飞行棋各走各的,大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。,耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。,暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。,拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,0,2.4,-2.4,70.147674,过程复杂,最低结果端,240.0,总体中等教师优先解释结果偏离两端形成的能力分化,解释相对薄弱端如何形成
教师31,sim_openid_031_118844,总体偏低,1,Q3,3,区域停留短,小班幼儿瑶瑶在区域活动时，一会儿在娃娃家切切菜，一会儿到美工区搓搓橡皮泥，一会儿又开心地跑到其它区域游戏，在任何一个区域停留时间都不超过三分钟。,提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享。,游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友。,仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因。,以同伴的身份陪伴瑶瑶在某一区域游戏，待他专注游戏后再离开。,4,1.7,2.3,69.296512,过程复杂,结果高 + 过程复杂,87.718605,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释如何通过比较、修正或重新权衡形成相对较好判断，关注可激活能力
教师31,sim_openid_031_118844,总体偏低,2,Q1,1,篮球架玩水,操场上新安装了一些篮球架，幼儿经常在这里投篮。某天户外活动时，几名幼儿带着画笔和水桶来到这里，他们先是快乐地粉刷篮球架，之后开始往篮框里灌水，有的从上面灌，有的在下面接，忙的不亦乐乎，俨然这里成为了玩水的场地。,看到幼儿玩得很开心，不干预他们的玩水行为，待兴趣减弱后再讨论玩水的适宜性。,表扬幼儿的新发现，并询问在篮球架旁玩水是否合适，提议幼儿可以换个地方玩水。,参与到幼儿的“粉刷”游戏中，逐步引导幼儿到适宜玩水的地方继续开展游戏。,提醒幼儿篮球架是用于开展运动的，与其他幼儿一起召唤他们打篮球，转移他们的关注点。,3,1.7,1.3,59.356911,过程中等,结果高 + 过程简单,66.257236,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释为什么能快速稳定形成较好判断，关注已有经验或优势图式
教师32,sim_openid_032_852002,总体偏低,1,Q5,5,消防员救火开心,近几天，中班的幼儿十分热衷于在区域游戏时间玩“消防员救火”的游戏。游戏结束后的交流活动中，老师问幼儿最想分享什么时，阳阳说“娃娃家着火了，好开心啊！”。,抓住教育契机，向幼儿耐心解释真实的火灾会造成物品损失和人员伤亡。,询问幼儿开心的是“着火”本身，还是消防员成功救火、娃娃家的人得救？,引导幼儿思考“娃娃家着火”值不值得开心，帮助他们认识真实火灾是危险的。,请阳阳讲讲娃娃家着火后发生了什么、为什么开心，借此理解幼儿的游戏体验。,3,1.6,1.4,75.464341,过程复杂,结果高 + 过程复杂,90.185736,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释如何通过比较、修正或重新权衡形成相对较好判断，关注可激活能力
教师32,sim_openid_032_852002,总体偏低,2,Q6,6,材料选择无层次,大班上学期，张老师在建构区投放了按图搭建的游戏材料，并提供了不同星级难度的任务卡供幼儿选择，但有的幼儿一上来就选择高难度的三星级任务卡，结果不能顺利完成任务；而有的幼儿始终选择低难度的一星级任务卡。这天，浩浩又连续选择了几张一星级任务卡，很快就完成了任务。,调整任务卡提供方式，在游戏开始前根据幼儿的能力水平有针对性地发放任务卡。,暂不介入，尊重幼儿的自主选择和游戏体验，只要完成任务就是一种经验积累。,调整任务卡呈现方式，如增加“我想挑战”等提示，鼓励幼儿选择不同星级的挑战。,和浩浩回顾已完成的任务，比较不同星级的难度，邀请他选择稍有挑战的任务。,3,1.6,1.4,51.977778,过程简单,结果高 + 过程简单,69.208889,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释为什么能快速稳定形成较好判断，关注已有经验或优势图式
教师33,sim_openid_033_569567,总体偏低,1,Q2,2,频繁求助,中班区域活动时，小明选择了建构区。玩了一会儿，他跑到老师面前说“老师，我不会搭……帮帮我吧”，教师问他需要什么帮助时，他一边说我不会搭，一边却很快地将房子从一层积木加高到了两层。看小明专注搭建后，老师就离开建构区了。可是没一会，小明又找了老师好几次，说“老师，帮帮我吧，我不会搭”。,鼓励小明独立搭建，引导他思考接下来如何搭建，及时表扬他的努力。,先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。,在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤。,帮小明回顾已搭建完成的部分，指导他设定小目标，尝试自己实现。,2,1.4,0.6,69.7,过程中等,结果高 + 过程复杂,77.88,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释如何通过比较、修正或重新权衡形成相对较好判断，关注可激活能力
教师33,sim_openid_033_569567,总体偏低,2,Q1,1,篮球架玩水,操场上新安装了一些篮球架，幼儿经常在这里投篮。某天户外活动时，几名幼儿带着画笔和水桶来到这里，他们先是快乐地粉刷篮球架，之后开始往篮框里灌水，有的从上面灌，有的在下面接，忙的不亦乐乎，俨然这里成为了玩水的场地。,看到幼儿玩得很开心，不干预他们的玩水行为，待兴趣减弱后再讨论玩水的适宜性。,表扬幼儿的新发现，并询问在篮球架旁玩水是否合适，提议幼儿可以换个地方玩水。,参与到幼儿的“粉刷”游戏中，逐步引导幼儿到适宜玩水的地方继续开展游戏。,提醒幼儿篮球架是用于开展运动的，与其他幼儿一起召唤他们打篮球，转移他们的关注点。,3,1.4,1.6,10.383333,过程简单,结果高 + 过程简单,95.846667,总体偏低教师优先解释相对高点，并区分过程复杂和平稳高点,解释为什么能快速稳定形成较好判断，关注已有经验或优势图式
教师34,sim_openid_034_769373,总体中等,1,Q7,7,艾莎公主不运动,小班的一次户外运动，有几个女孩子从一开始就没有选择任何体育活动项目，而是聚在一起坐在地上玩“艾莎公主”的游戏，比一比谁的鞋子最漂亮，谁的魔法最厉害。,询问幼儿没有参与运动的原因，提供丰富的活动材料吸引幼儿参与运动活动。,提醒幼儿现在是运动时间，请他们等自由游戏时间再一起玩“艾莎公主”的游戏。,利用艾莎公主的鞋子设计走、跑、跳等活动，并以参与者的身份邀请幼儿一起参与运动。,肯定幼儿自主游戏的行为，言语引导幼儿穿着“漂亮的鞋子”参与运动。,4,2.5,1.5,77.784848,过程复杂,最高结果端,150.0,总体中等教师优先解释结果偏离两端形成的能力分化,解释相对优势端如何形成
